,State,Position,District,Candidate,Party,Year Elected,Next Election,Number of Terms in Position,Unopposed in Last Election,DEM Unopposed in Primary,REP Unopposed in Primary
0,Kansas,Attorney General,0,Derek Larkin Schmidt,REP,2010,2014,1,No,Yes,Yes
1,Kansas,Governor,0,Sam Brownback,REP,2010,2014,1,No,No,No
2,Kansas,Secretary Of State,0,Kris Kobach,REP,2010,2014,1,No,Yes,No
3,Kansas,State Representative,1,Michael Houser,REP,2012,0,1,No,Yes,Yes
4,Kansas,State Representative,2,Robert Grant,DEM,2012,0,7,No,Yes,Yes
5,Kansas,State Representative,3,Julie Menghini,DEM,2012,0,1,No,Yes,Yes
6,Kansas,State Representative,4,Marty Read,REP,2012,0,1,No,Yes,Yes
7,Kansas,State Representative,5,Kevin Jones,REP,2012,0,1,No,Yes,No
8,Kansas,State Representative,6,Jene Vickrey,REP,2012,0,7,Yes,Yes,No
9,Kansas,State Representative,7,Richard Proehl,REP,2012,0,4,No,Yes,Yes
10,Kansas,State Representative,8,Craig McPherson,REP,2012,0,1,Yes,Yes,No
11,Kansas,State Representative,9,Edwin Bideau III,REP,2012,0,1,Yes,Yes,Yes
12,Kansas,State Representative,10,John Wilson,DEM,2012,0,1,No,Yes,Yes
13,Kansas,State Representative,11,Jim Kelly,REP,2012,0,1,No,Yes,No
14,Kansas,State Representative,12,Virgil Peck Jr.,REP,2012,0,1,No,Yes,No
15,Kansas,State Representative,13,Larry Paul Hibbard,REP,2012,0,1,Yes,Yes,No
16,Kansas,State Representative,14,Keith Esau,REP,2012,0,1,No,Yes,No
17,Kansas,State Representative,15,Robert Montgomery,REP,2012,0,1,Yes,Yes,Yes
18,Kansas,State Representative,16,Amanda Grooserode,REP,2012,0,2,Yes,Yes,Yes
19,Kansas,State Representative,17,Brett Hildabrand,REP,2012,0,1,No,Yes,No
20,Kansas,State Representative,18,John Rubin,REP,2012,0,2,No,No,No
21,Kansas,State Representative,19,Stephanie Sawyer Clayton,REP,2012,0,1,No,Yes,Yes
22,Kansas,State Representative,20,Rob Bruchman,REP,2012,0,2,Yes,Yes,Yes
23,Kansas,State Representative,21,Barbara Goolsbee Bollier,REP,2012,0,1,No,Yes,Yes
24,Kansas,State Representative,22,Nancy Lusk,DEM,2012,0,1,No,No,Yes
25,Kansas,State Representative,23,Kelly Meigs,REP,2012,0,1,No,Yes,Yes
26,Kansas,State Representative,24,Emily Perry,DEM,2012,0,1,No,Yes,Yes
27,Kansas,State Representative,25,Melissa Rooker,REP,2012,0,1,No,Yes,Yes
28,Kansas,State Representative,26,Larry Campbell,REP,2012,0,1,Yes,Yes,Yes
29,Kansas,State Representative,27,Ray Merrick,REP,2012,0,7,Yes,Yes,No
30,Kansas,State Representative,28,Jerry Lunn,REP,2012,0,1,No,Yes,No
31,Kansas,State Representative,29,James Eric Todd,REP,2012,0,1,No,Yes,No
32,Kansas,State Representative,30,Lance Kinzer,REP,2012,0,1,No,No,No
33,Kansas,State Representative,31,Louis Ruiz,DEM,2012,0,1,No,Yes,Yes
34,Kansas,State Representative,32,Michael Peterson,DEM,2012,0,1,Yes,Yes,Yes
35,Kansas,State Representative,33,Tom Burroughs,DEM,2012,0,7,No,Yes,Yes
36,Kansas,State Representative,34,Valdenia Winn,DEM,2012,0,7,Yes,Yes,Yes
37,Kansas,State Representative,35,Broderick Henderson,DEM,2012,0,7,Yes,Yes,Yes
38,Kansas,State Representative,36,Kathy Wolfe Moore,DEM,2012,0,2,No,Yes,Yes
39,Kansas,State Representative,37,Stan Frownfelter,DEM,2012,0,1,Yes,Yes,Yes
40,Kansas,State Representative,38,Willie Dove,REP,2012,0,1,No,Yes,No
41,Kansas,State Representative,39,Charles Macheers,REP,2012,0,1,No,Yes,No
42,Kansas,State Representative,40,John Bradford,REP,2012,0,1,No,No,Yes
43,Kansas,State Representative,41,Melanie Sanders Meier,DEM,2012,0,1,No,Yes,Yes
44,Kansas,State Representative,42,Connie Obrien,REP,2012,0,3,No,Yes,No
45,Kansas,State Representative,43,Bill Sutton,REP,2012,0,1,No,Yes,Yes
46,Kansas,State Representative,44,Barbara Ballard,DEM,2012,0,7,No,Yes,Yes
47,Kansas,State Representative,45,Tom Sloan,REP,2012,0,7,Yes,No,No
48,Kansas,State Representative,46,Paul Davis,DEM,2012,0,5,Yes,No,Yes
49,Kansas,State Representative,47,Ramon Gonzalez Jr.,REP,2012,0,1,No,Yes,Yes
50,Kansas,State Representative,48,Marvin Kleeb,REP,2012,0,3,Yes,Yes,Yes
51,Kansas,State Representative,49,Scott Schwab,REP,2012,0,3,No,Yes,No
52,Kansas,State Representative,50,Joshua Powell,REP,2012,0,1,No,Yes,Yes
53,Kansas,State Representative,51,Ron Highland,REP,2012,0,1,No,Yes,Yes
54,Kansas,State Representative,52,Shanti Gandhi,REP,2012,0,1,No,Yes,Yes
55,Kansas,State Representative,53,Anna Tietze,DEM,2012,0,1,No,Yes,Yes
56,Kansas,State Representative,54,Kenneth Corbet,REP,2012,0,1,No,Yes,Yes
57,Kansas,State Representative,55,Annie Kuether,DEM,2012,0,7,No,No,Yes
58,Kansas,State Representative,56,Virgil Weigel,DEM,2012,0,1,No,Yes,Yes
59,Kansas,State Representative,57,John Alcala,DEM,2012,0,1,No,Yes,Yes
60,Kansas,State Representative,58,Harold Lane,DEM,2012,0,5,No,Yes,Yes
61,Kansas,State Representative,59,Blaine Finch,REP,2012,0,1,No,Yes,No
62,Kansas,State Representative,60,Don Hill,REP,2012,0,6,No,Yes,Yes
63,Kansas,State Representative,61,Richard Carlson,REP,2012,0,5,Yes,Yes,Yes
64,Kansas,State Representative,62,Randy Garber,REP,2012,0,2,No,Yes,Yes
65,Kansas,State Representative,63,Jerry Henry,DEM,2012,0,6,No,Yes,Yes
66,Kansas,State Representative,64,Vern Swanson,REP,2012,0,4,No,Yes,No
67,Kansas,State Representative,65,Allan Rothlisberg,REP,2012,0,1,No,Yes,Yes
68,Kansas,State Representative,66,Sydney Carlin,DEM,2012,0,6,No,Yes,Yes
69,Kansas,State Representative,67,Tom Phillips,REP,2012,0,1,No,Yes,Yes
70,Kansas,State Representative,68,Tom Moxley,REP,2012,0,4,Yes,Yes,Yes
71,Kansas,State Representative,69,R Claeys,REP,2012,0,1,No,Yes,Yes
72,Kansas,State Representative,70,John Barker,REP,2012,0,1,Yes,Yes,Yes
73,Kansas,State Representative,71,Diana Dierks,REP,2012,0,1,No,Yes,Yes
74,Kansas,State Representative,72,Marc Rhoades,REP,2012,0,4,No,Yes,Yes
75,Kansas,State Representative,73,Clark Shultz,REP,2012,0,7,No,Yes,Yes
76,Kansas,State Representative,74,Don Schroeder,REP,2012,0,4,Yes,Yes,No
77,Kansas,State Representative,75,Will Carpenter,REP,2012,0,1,No,Yes,No
78,Kansas,State Representative,76,Peggy Mast,REP,2012,0,7,No,Yes,Yes
79,Kansas,State Representative,77,David Crum,REP,2012,0,4,Yes,Yes,Yes
80,Kansas,State Representative,78,Ron Ryckman Jr.,REP,2012,0,1,Yes,Yes,Yes
81,Kansas,State Representative,79,Ed Trimmer,DEM,2012,0,1,No,Yes,Yes
82,Kansas,State Representative,80,Kasha Kelley,REP,2012,0,1,Yes,Yes,No
83,Kansas,State Representative,81,Jim Howell,REP,2012,0,1,No,Yes,Yes
84,Kansas,State Representative,82,Pete Degraaf,REP,2012,0,1,Yes,Yes,Yes
85,Kansas,State Representative,83,Carolyn Bridges,DEM,2012,0,1,No,Yes,Yes
86,Kansas,State Representative,84,Gail Finney,DEM,2012,0,3,No,Yes,Yes
87,Kansas,State Representative,85,Steven Brunk,REP,2012,0,6,No,Yes,Yes
88,Kansas,State Representative,86,Jim Ward,DEM,2012,0,1,No,No,Yes
89,Kansas,State Representative,87,Mark Kahrs,REP,2012,0,1,No,Yes,No
90,Kansas,State Representative,88,Patricia Sloop,DEM,2012,0,1,No,Yes,Yes
91,Kansas,State Representative,89,Roderick Houston,DEM,2012,0,1,No,No,Yes
92,Kansas,State Representative,90,Steven Huebert,REP,2012,0,7,No,Yes,Yes
93,Kansas,State Representative,91,Gene Suellentrop,REP,2012,0,1,No,Yes,Yes
94,Kansas,State Representative,92,Nile Dillmore,DEM,2012,0,7,No,Yes,Yes
95,Kansas,State Representative,93,George Edwards II,REP,2012,0,1,No,Yes,No
96,Kansas,State Representative,94,Mario Goico,REP,2012,0,1,Yes,Yes,Yes
97,Kansas,State Representative,95,Tom Sawyer,DEM,2012,0,1,No,Yes,Yes
98,Kansas,State Representative,96,Brandon Whipple,DEM,2012,0,1,No,Yes,Yes
99,Kansas,State Representative,97,Leslie Osterman,REP,2012,0,2,No,Yes,No
100,Kansas,State Representative,98,Phil Hermanson,REP,2012,0,1,No,Yes,Yes
101,Kansas,State Representative,99,Dennis Hedke,REP,2012,0,1,Yes,No,Yes
102,Kansas,State Representative,100,Dan Hawkins,REP,2012,0,1,No,Yes,No
103,Kansas,State Representative,101,Joe Seiwert,REP,2012,0,3,Yes,Yes,Yes
104,Kansas,State Representative,102,Janice Pauls,DEM,2012,0,7,No,Yes,Yes
105,Kansas,State Representative,103,Ponka-We Victors,DEM,2012,0,2,Yes,Yes,Yes
106,Kansas,State Representative,104,Steven Becker,REP,2012,0,1,Yes,Yes,No
107,Kansas,State Representative,105,Mark Edward Hutton,REP,2012,0,1,No,Yes,Yes
108,Kansas,State Representative,106,Sharon Schwartz,REP,2012,0,7,No,Yes,Yes
109,Kansas,State Representative,107,Susan Concannon,REP,2012,0,1,Yes,Yes,No
110,Kansas,State Representative,108,Steven Johnson,REP,2012,0,2,Yes,Yes,Yes
111,Kansas,State Representative,109,Troy Waymaster,REP,2012,0,1,Yes,Yes,Yes
112,Kansas,State Representative,110,Travis Couture-Lovelady,REP,2012,0,1,No,Yes,Yes
113,Kansas,State Representative,111,Sue Boldra,REP,2012,0,1,No,Yes,Yes
114,Kansas,State Representative,112,John Edmonds,REP,2012,0,1,No,Yes,Yes
115,Kansas,State Representative,113,Marshall Christmann,REP,2012,0,1,Yes,No,No
116,Kansas,State Representative,114,Jack Thimesch,REP,2012,0,1,No,Yes,Yes
117,Kansas,State Representative,115,Ronald Ryckman Sr.,REP,2012,0,1,No,Yes,Yes
118,Kansas,State Representative,116,Kyle Hoffman,REP,2012,0,2,No,Yes,Yes
119,Kansas,State Representative,117,John Ewy,REP,2012,0,1,No,Yes,Yes
120,Kansas,State Representative,118,Don Hineman,REP,2012,0,3,Yes,Yes,Yes
121,Kansas,State Representative,119,Brian Weber,REP,2012,0,1,No,Yes,Yes
122,Kansas,State Representative,120,Ward Cassidy,REP,2012,0,2,Yes,Yes,Yes
123,Kansas,State Representative,121,Arlen Siegfreid,REP,2012,0,1,No,Yes,Yes
124,Kansas,State Representative,122,Russell Jennings,REP,2012,0,1,Yes,Yes,Yes
125,Kansas,State Representative,123,John Doll,REP,2012,0,1,Yes,Yes,Yes
126,Kansas,State Representative,124,Stephen Alford,REP,2012,0,2,Yes,Yes,No
127,Kansas,State Representative,125,Reid Petty,REP,2012,0,1,Yes,Yes,Yes
128,Kansas,State Senator,1,Dennis Pyle,REP,2012,0,3,No,Yes,Yes
129,Kansas,State Senator,2,Marci Francisco,DEM,2012,0,3,No,Yes,Yes
130,Kansas,State Senator,3,Thomas Holland,DEM,2012,0,2,No,Yes,Yes
131,Kansas,State Senator,4,David Haley,DEM,2012,0,4,No,Yes,Yes
132,Kansas,State Senator,5,Steve Fitzgerald,REP,2012,0,1,No,Yes,Yes
133,Kansas,State Senator,6,Pat Huggins Pettey,DEM,2012,0,1,No,Yes,Yes
134,Kansas,State Senator,7,Kay Wolf,REP,2012,0,1,No,Yes,Yes
135,Kansas,State Senator,8,Jim Denning,REP,2012,0,1,No,Yes,Yes
136,Kansas,State Senator,9,Julia Lynn,REP,2012,0,2,No,Yes,Yes
137,Kansas,State Senator,10,Mary Pilcher-Cook,REP,2012,0,2,No,Yes,Yes
138,Kansas,State Senator,11,Jeff Melcher,REP,2012,0,1,No,Yes,Yes
139,Kansas,State Senator,12,Caryn Tyson,REP,2012,0,1,No,Yes,Yes
140,Kansas,State Senator,13,Jacob Laturner,REP,2012,0,1,No,Yes,Yes
141,Kansas,State Senator,14,Forrest Knox,REP,2012,0,1,No,Yes,Yes
142,Kansas,State Senator,15,Jeff King,REP,2012,0,1,Yes,Yes,Yes
143,Kansas,State Senator,16,Ty Masterson,REP,2012,0,2,Yes,Yes,Yes
144,Kansas,State Senator,17,Jeff Longbine,REP,2012,0,2,No,Yes,Yes
145,Kansas,State Senator,18,Laura Kelly,DEM,2012,0,3,No,Yes,Yes
146,Kansas,State Senator,19,Anthony Hensley,DEM,2012,0,4,No,Yes,Yes
147,Kansas,State Senator,20,Vicki Schmidt,REP,2012,0,3,No,Yes,Yes
148,Kansas,State Senator,21,Greg Smith,REP,2012,0,1,No,Yes,Yes
149,Kansas,State Senator,22,Tom Hawk,DEM,2012,0,1,No,Yes,Yes
150,Kansas,State Senator,23,Robert Olson,REP,2012,0,1,No,Yes,Yes
151,Kansas,State Senator,24,Tom Arpke,REP,2012,0,1,No,Yes,Yes
152,Kansas,State Senator,25,Michael Odonnell,REP,2012,0,1,No,Yes,Yes
153,Kansas,State Senator,26,Dan Kerschen,REP,2012,0,1,Yes,Yes,Yes
154,Kansas,State Senator,27,Leslie Donovan Sr.,REP,2012,0,4,No,Yes,Yes
155,Kansas,State Senator,28,Mike Petersen,REP,2012,0,3,No,Yes,Yes
156,Kansas,State Senator,29,Oletha Faust-Goudeau,DEM,2012,0,2,No,Yes,Yes
