Candidate,Party,State,Office,Incumbency,Result,Total Money
"HUGIN, BOB",REPUBLICAN,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,39232013.25
"MENENDEZ, ROBERT",DEMOCRATIC,NJ,US SENATE DISTRICT NJ SW-CLASS I,Incumbent,Won,12496892.85
"SHERRILL, REBECCA MICHELLE (MIKIE)",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Open,Won,8495479.30
"GOTTHEIMER, JOSHUA S",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 005,Incumbent,Won,6767617.54
"KIM, ANDY",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 003,Challenger,Won,6309271.54
"MALINOWSKI, TOM",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 007,Challenger,Won,6236518.46
"MACARTHUR, THOMAS C (TOM)",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 003,Incumbent,Lost,4764533.69
"PALLONE JR, FRANK",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 006,Incumbent,Won,2794112.78
"LANCE, LEONARD",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 007,Incumbent,Lost,2555112.68
"DE NEUFVILLE, PETER",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,2280429.74
"NORCROSS, DONALD",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 001,Incumbent,Won,2166988.29
"WELLE, JOSHUA",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost,1858634.93
"VAN DREW, JEFF",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 002,Open,Won,1832123.41
"PASCRELL JR, BILL",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 009,Incumbent,Won,1692392.17
"WEBBER, JAY",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,1666429.98
"SMITH, CHRISTOPHER H",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 004,Incumbent,Won,1306005.36
"HARRIS, TAMARA",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,949289.18
"MCCANN JR, JOHN J",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 005,Challenger,Lost,936707.84
"COLEMAN, BONNIE WATSON",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 012,Incumbent,Won,896672.69
"LONEGAN, STEVEN",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 005,Open,Lost,758173.79
"PAYNE JR, DONALD M",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 010,Incumbent,Won,536580.01
"SIRES, ALBIO",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 008,Incumbent,Won,453553.63
"JOIS, GOUTAM UMESH",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 007,Open,Lost,379611.64
"KEADY, JAMES",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 004,Open,Lost,303755.73
"GROSSMAN, SETH",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,302406.05
"SINGH, HIRSH V",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,143971.64
"COBERT, MITCHELL H",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,132261.89
"JACOB, PETER",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 007,Open,Lost,126098.56
"YOUNGBLOOD, TANZIE",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,113451.62
"PEZZULLO, RICHARD J",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 006,Challenger,Lost,97210.00
"KLEINMAN, NATE",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,97063.90
"GHEE, ANTONY E",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,87295.00
"CUNNINGHAM, WILLIAM",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,75033.15
"FIOCCHI SR, SAMUEL L",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,57640.57
"SABRIN, MURRAY",LIBERTARIAN,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,38773.87
"STOLER, FELICIA",THE INCLUSION CANDIDATE,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost,24317.00
"KIPNIS, DARYL",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 012,Challenger,Lost,23508.35
"HEWITT, MARTIN",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,22847.99
"ALLOCCO, PATRICK S",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,14500.00
"DILKS, PAUL E",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost,12998.00
"GOLDBERG, BRIAN D",REPUBLICAN,NJ,US SENATE DISTRICT NJ SW-CLASS I,Open,Lost,9907.67
"FLANAGAN, TRICIA",NEW DAY NJ,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,7710.00
"REYNOLDS, BRIAN J",CHECK THIS COLUMN,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost,5827.31
"MUNIZ, JOHN R",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 008,Challenger,Lost,5464.33
"BROWN, LINDSAY CHRISTINE",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost,4365.06
"BENFER, WILLIAM R",OTHER,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,40.00
"BERLINSKI, LAWRENCE",CONSTITUTION,NJ,US HOUSE DISTRICT NJ 003,Challenger,Lost,0.00
"LAGANA, JOSEPH A",DEMOCRATIC,NJ,SENATE DISTRICT 038,Incumbent,Won,0.00
"FRASER, AARON",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost,0.00
"SWAIN, LISA",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 038,Incumbent,Won,0.00
"WASHBURNE, MARK JOSEPH",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,0.00
"REYNOLDS-JACKSON, VERLINA",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 015,Incumbent,Won,0.00
"TIMBERLAKE, BRITNEE N",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 034,Incumbent,Won,0.00
"CALABRESE, CLINTON",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 036,Incumbent,Won,0.00
"MCCORMICK, LISA A",DEMOCRATIC,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,0.00
"CARLSON, ROBERT LEE",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost,0.00
"TOMASZEWSKI, SCOT JOHN",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost,0.00
"WALKER, JAVAHN",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 006,Challenger,Lost,0.00
"HENRY, WILLIAM O",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost,0.00
"HESLIN, ALISON",DEMOCRATIC,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,0.00
"MEJIA, PEDRO",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 032,Open,Won,0.00
"SPEARMAN, WILLIAM W",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 005,Incumbent,Won,0.00
"VERRELLI, ANTHONY",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 015,Incumbent,Won,0.00
"CARTER, LINDA",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 022,Incumbent,Won,0.00
"TULLY, CHRISTOPHER",DEMOCRATIC,NJ,ASSEMBLY DISTRICT 038,Incumbent,Won,0.00
"MOXLEY, DIANE",GREEN,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost,0.00
"HOFFMAN, MADELYN R",GREEN,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,0.00
"USMAN, MUHAMMAD",INDEPENDENT,NJ,US SENATE DISTRICT NJ SW-CLASS I,Challenger,Lost,0.00
"SHAPIRO, ROBERT",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 001,Challenger,Lost,0.00
"ORDILLE, JOHN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,0.00
"RUFO, MICHAEL",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 004,Challenger,Lost,0.00
"TOSONE, JAMES",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 005,Challenger,Lost,0.00
"DELANEY, DAN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 008,Challenger,Lost,0.00
"BELUSIC, CLAUDIO",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost,0.00
"DIROMA, SCOTT",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost,0.00
"MARTINEZ, RYAN",LIBERTARIAN,NJ,US HOUSE DISTRICT NJ 011,Open,Lost,0.00
"HORTON, GAIL",REPUBLICAN,NJ,ASSEMBLY DISTRICT 038,Challenger,Lost,0.00
"KHAN, AGHA",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 010,Challenger,Lost,0.00
"MARSI, MARC",REPUBLICAN,NJ,ASSEMBLY DISTRICT 036,Challenger,Lost,0.00
"TURKAVAGE, ROBERT D",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 002,Open,Lost,0.00
"BARSOOM, RAAFAT",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 007,Challenger,Lost,0.00
"FISHER, ERIC P",REPUBLICAN,NJ,US HOUSE DISTRICT NJ 009,Challenger,Lost,0.00
"SINATRA, TRACY R",REPUBLICAN,NJ,ASSEMBLY DISTRICT 015,Challenger,Lost,0.00
"DEVITA, IRENE",REPUBLICAN,NJ,ASSEMBLY DISTRICT 034,Challenger,Lost,0.00
"KUSH, NICHOLAS",REPUBLICAN,NJ,ASSEMBLY DISTRICT 005,Challenger,Lost,0.00
"TIBBETTS, JUSTIN",REPUBLICAN,NJ,ASSEMBLY DISTRICT 015,Challenger,Lost,0.00
"QUATTROCCHI, JOHN",REPUBLICAN,NJ,ASSEMBLY DISTRICT 022,Challenger,Lost,0.00
"OUELLETTE, JAYME",REPUBLICAN,NJ,ASSEMBLY DISTRICT 038,Challenger,Lost,0.00
"BERGER, DAISY ORTIZ",REPUBLICAN,NJ,SENATE DISTRICT 038,Challenger,Lost,0.00
